id_venda,data,cliente,cidade,uf,categoria,forma_pagamento,preco_unitario,quantidade,desconto,total_liquido,aliquota,imposto_estimado
4481,2025-12-08,Noah da Rocha,Lima de da Conceição,BA,Eletrônicos,Boleto,442.1,1,0.0,442.1,0.18,79.58
4482,2025-11-15,Emanuel Novaes,Vargas Paulista,RJ,Acessórios,Boleto,212.03,1,0.0,212.03,0.12,25.44
4483,2025-10-12,Caroline Andrade,Correia do Norte,SP,Serviços,PIX,616.71,3,0.1,1665.13,0.18,299.72
4484,2025-09-18,Emanuella Moura,Brito da Serra,SC,Eletrônicos,PIX,2079.43,4,0.1,7485.95,0.12,898.31
4485,2025-12-29,Raul da Mata,Gomes,SC,Acessórios,Boleto,428.29,2,0.0,856.58,0.12,102.79
4486,2025-08-09,Caio Aparecida,Santos,PR,Informática,PIX,2321.49,3,0.1,6268.03,0.12,752.16
4487,2025-12-04,Luiz Henrique da Luz,Barbosa do Amparo,MG,Eletrônicos,Cartão,1903.04,4,0.0,7612.17,0.12,913.46
4488,2025-11-10,Srta. Isadora Rodrigues,Cirino,PR,Informática,Cartão,6607.7,1,0.0,6607.7,0.18,1189.39
4489,2025-10-27,Gustavo Cunha,Rocha,PE,Eletrônicos,PIX,4681.07,3,0.05,13341.04,0.18,2401.39
4490,2025-08-26,Ian Garcia,Sampaio,BA,Eletrônicos,Dinheiro,4554.71,5,0.1,20496.19,0.07,1434.73
4491,2025-08-14,Sra. Rebeca Pacheco,Garcia do Amparo,SC,Informática,Cartão,1531.27,5,0.1,6890.74,0.12,826.89
4492,2025-12-26,Antony Viana,Nascimento,RS,Eletrônicos,Boleto,1037.14,2,0.0,2074.28,0.18,373.37
4493,2026-01-12,Isaque Cassiano,Borges do Sul,RS,Eletrônicos,Boleto,3026.52,3,0.0,9079.57,0.12,1089.55
4494,2025-08-24,Maria Laura Souza,Porto Paulista,MG,Acessórios,Cartão,229.25,2,0.05,435.57,0.18,78.4
4495,2025-09-29,Luiza Correia,Cunha da Praia,BA,Acessórios,Dinheiro,228.95,3,0.15,583.82,0.18,105.09
4496,2025-08-23,Pietra Azevedo,Fernandes do Amparo,RJ,Eletrônicos,Cartão,237.24,5,0.05,1126.9,0.18,202.84
4497,2025-10-24,Julia Ribeiro,Pastor,BA,Informática,Dinheiro,270.71,2,0.1,487.28,0.12,58.47
4498,2025-12-10,Srta. Maysa Sampaio,Pinto da Mata,RS,Informática,Cartão,2203.15,4,0.0,8812.59,0.12,1057.51
4499,2025-07-21,Marcela Gonçalves,Cassiano,PE,Eletrônicos,Dinheiro,2208.65,2,0.05,4196.43,0.12,503.57
4500,2025-08-08,João Felipe Moura,Pereira,GO,Eletrônicos,PIX,1344.29,3,0.0,4032.86,0.18,725.91
4501,2025-09-06,Diogo Machado,Caldeira,GO,Serviços,Dinheiro,772.66,4,0.0,3090.63,0.12,370.88
4502,2025-10-28,Leonardo Costela,Lopes do Oeste,RS,Informática,Cartão,890.45,5,0.0,4452.24,0.12,534.27
4503,2025-10-31,Diego Moura,Aparecida de Goiás,PE,Eletrônicos,Cartão,1125.25,3,0.0,3375.74,0.12,405.09
4504,2025-12-08,Vicente da Mata,da Rosa de da Mota,PR,Eletrônicos,PIX,284.53,3,0.15,725.56,0.18,130.6
4505,2025-07-20,Maria Júlia Alves,Cunha,MG,Eletrônicos,Boleto,951.77,5,0.15,4045.03,0.12,485.4
4506,2025-11-08,Liz Pastor,Moreira da Serra,MG,Eletrônicos,Dinheiro,1056.49,1,0.0,1056.49,0.18,190.17
4507,2025-12-21,Srta. Nicole Lima,Leão,SC,Informática,Boleto,1833.87,2,0.0,3667.73,0.18,660.19
4508,2025-08-20,Maria Eduarda Silva,Sampaio da Serra,RS,Eletrônicos,Boleto,3872.18,3,0.05,11035.71,0.18,1986.43
4509,2025-11-22,Maria Flor Lopes,Silva das Pedras,CE,Eletrônicos,Cartão,262.55,5,0.0,1312.77,0.18,236.3
4510,2025-09-14,Joana Gonçalves,da Conceição,PE,Acessórios,PIX,135.39,1,0.0,135.39,0.18,24.37
4511,2026-01-11,Oliver Vieira,Santos,MG,Serviços,Cartão,67.2,5,0.15,285.6,0.18,51.41
4512,2025-08-14,Samuel da Cunha,Rezende,PR,Informática,Cartão,491.41,3,0.1,1326.8,0.18,238.82
4513,2025-11-30,Daniel Cunha,Mendonça,CE,Eletrônicos,Cartão,4744.73,3,0.0,14234.18,0.18,2562.15
4514,2025-07-30,Leandro Barbosa,Monteiro de Araújo,SP,Serviços,PIX,330.66,1,0.0,330.66,0.07,23.15
4515,2025-09-18,Ágatha Cunha,Viana do Sul,GO,Eletrônicos,Boleto,568.75,5,0.0,2843.75,0.07,199.06
4516,2025-10-22,Isabela da Mata,Leão de Camargo,BA,Acessórios,Cartão,155.74,4,0.15,529.53,0.18,95.32
4517,2025-10-22,Isabella Gomes,Dias do Amparo,SP,Informática,Dinheiro,2647.07,1,0.0,2647.07,0.12,317.65
4518,2025-09-22,Emanuelly Sousa,Castro,RS,Informática,PIX,1572.47,4,0.05,5975.4,0.18,1075.57
4519,2025-09-28,Hellena Rezende,das Neves Alegre,CE,Informática,PIX,5701.22,2,0.0,11402.44,0.12,1368.29
4520,2025-10-18,Isis Andrade,Aparecida,PE,Eletrônicos,Cartão,667.65,5,0.0,3338.25,0.18,600.88
4521,2026-01-02,Isadora Azevedo,Farias de Câmara,PR,Serviços,PIX,229.76,3,0.0,689.29,0.18,124.07
4522,2025-11-03,João Miguel da Rosa,Camargo Grande,MG,Informática,Boleto,7198.21,3,0.0,21594.64,0.18,3887.03
4523,2025-10-27,Kaique Aragão,Siqueira,PE,Serviços,Dinheiro,728.81,1,0.0,728.81,0.18,131.19
4524,2025-12-29,Joana Pacheco,Castro,GO,Informática,Cartão,2267.02,4,0.0,9068.07,0.18,1632.25
4525,2025-10-17,Thomas Oliveira,Duarte de Minas,CE,Eletrônicos,Boleto,1668.78,5,0.0,8343.88,0.18,1501.9
4526,2025-09-05,Luiz Fernando da Cunha,da Mata,PE,Eletrônicos,Boleto,2655.13,3,0.05,7567.12,0.18,1362.08
4527,2026-01-05,Benjamin Cirino,Vargas,BA,Eletrônicos,Dinheiro,618.26,4,0.0,2473.05,0.07,173.11
4528,2025-10-15,Srta. Ana Cecília Fogaça,Martins,CE,Informática,Boleto,573.68,2,0.0,1147.35,0.07,80.31
4529,2025-09-30,Ana Cecília Moreira,da Rocha de Azevedo,BA,Eletrônicos,Cartão,806.64,1,0.05,766.31,0.12,91.96
4530,2025-09-01,Sr. Henrique Correia,Fogaça Grande,MG,Eletrônicos,PIX,3855.94,1,0.1,3470.34,0.18,624.66
4531,2025-10-30,Henry Gabriel Siqueira,Cavalcanti Verde,PE,Informática,Cartão,3080.32,4,0.0,12321.29,0.07,862.49
4532,2025-10-16,Calebe Araújo,Farias do Oeste,SC,Informática,Cartão,6158.73,2,0.05,11701.59,0.07,819.11
4533,2025-08-13,Ian da Mota,Mendes,PE,Informática,Cartão,1502.83,1,0.05,1427.69,0.18,256.98
4534,2025-08-16,Maria Sophia Porto,Viana de Cirino,MG,Informática,Boleto,5391.08,2,0.0,10782.16,0.12,1293.86
4535,2025-10-25,Dom Pimenta,Casa Grande do Campo,SP,Acessórios,Dinheiro,357.98,4,0.0,1431.94,0.18,257.75
4536,2026-01-05,Joana Freitas,Aragão dos Dourados,RJ,Acessórios,Dinheiro,393.71,2,0.05,748.05,0.18,134.65
4537,2025-11-28,Bella da Paz,Barbosa,RJ,Informática,PIX,6365.61,5,0.05,30236.65,0.12,3628.4
4538,2025-10-02,Juan Macedo,Pacheco do Norte,CE,Acessórios,Dinheiro,54.6,2,0.0,109.21,0.18,19.66
4539,2025-11-29,Gabrielly Andrade,Freitas Paulista,CE,Serviços,Dinheiro,540.1,2,0.1,972.18,0.18,174.99
4540,2025-09-03,Vinícius Caldeira,Moreira,SP,Informática,Cartão,6848.99,4,0.0,27395.94,0.18,4931.27
4541,2025-08-17,Yan Pacheco,da Luz do Campo,RJ,Eletrônicos,PIX,4200.62,3,0.05,11971.77,0.07,838.02
4542,2025-09-20,Yasmin Câmara,Barbosa de da Conceição,RJ,Eletrônicos,PIX,758.77,1,0.1,682.9,0.12,81.95
4543,2025-09-04,Julia Albuquerque,Ferreira,SP,Serviços,Dinheiro,560.59,5,0.0,2802.97,0.18,504.53
4544,2026-01-09,Olívia Casa Grande,Andrade das Pedras,GO,Acessórios,Boleto,174.59,1,0.0,174.59,0.18,31.43
4545,2025-11-28,Antony Melo,Montenegro da Prata,SP,Acessórios,Dinheiro,161.79,5,0.0,808.96,0.12,97.08
4546,2025-08-22,Davi da Luz,Andrade,GO,Informática,Dinheiro,6259.9,2,0.0,12519.8,0.12,1502.38
4547,2025-09-25,João Vitor Barros,Borges da Serra,MG,Eletrônicos,PIX,397.65,5,0.1,1789.41,0.07,125.26
4548,2025-09-21,Yago Carvalho,Almeida,MG,Informática,Dinheiro,974.71,1,0.0,974.71,0.18,175.45
4549,2025-11-27,Amanda Barros,Silva do Oeste,MG,Eletrônicos,Dinheiro,1042.99,3,0.05,2972.52,0.18,535.05
4550,2025-09-09,Ravy Silva,Cassiano do Amparo,CE,Acessórios,PIX,438.91,3,0.1,1185.05,0.12,142.21
4551,2026-01-03,Maysa Duarte,Alves,CE,Eletrônicos,PIX,249.52,4,0.0,998.09,0.18,179.66
4552,2025-08-24,Melina Peixoto,das Neves Alegre,SP,Acessórios,Dinheiro,59.79,1,0.0,59.79,0.18,10.76
4553,2026-01-08,Sra. Natália da Costa,Guerra,GO,Eletrônicos,Boleto,3601.37,5,0.0,18006.87,0.12,2160.82
4554,2025-11-07,Mathias Freitas,Ribeiro Verde,PE,Serviços,Cartão,487.92,1,0.0,487.92,0.18,87.83
4555,2026-01-11,Mariane das Neves,Cirino das Pedras,PE,Informática,Cartão,3133.74,5,0.1,14101.84,0.18,2538.33
4556,2025-11-17,Agatha Brito,Sá,PR,Eletrônicos,Boleto,4200.07,2,0.1,7560.13,0.18,1360.82
4557,2025-09-16,Leonardo Albuquerque,Barros do Sul,PR,Informática,Cartão,4518.46,3,0.0,13555.37,0.18,2439.97
4558,2025-10-11,Bella da Costa,Cirino de Dias,BA,Eletrônicos,Boleto,1863.34,3,0.1,5031.02,0.18,905.58
4559,2025-12-16,Sra. Carolina Garcia,Viana,RS,Eletrônicos,PIX,2148.76,1,0.1,1933.89,0.12,232.07
4560,2025-10-01,Dr. Antony da Conceição,Oliveira de da Cunha,BA,Acessórios,PIX,321.08,4,0.0,1284.33,0.18,231.18
4561,2025-12-01,Maria Liz Vasconcelos,Sá do Amparo,RS,Informática,Cartão,4168.56,3,0.05,11880.39,0.07,831.63
4562,2025-09-06,Ana Sophia Oliveira,Vargas do Norte,PR,Eletrônicos,PIX,1182.79,2,0.05,2247.3,0.18,404.51
4563,2026-01-04,Mariana Pacheco,Fernandes,PR,Acessórios,Cartão,267.3,1,0.0,267.3,0.18,48.11
4564,2025-10-14,Maria Pires,Carvalho da Prata,GO,Eletrônicos,PIX,1757.69,5,0.0,8788.43,0.18,1581.92
4565,2025-08-04,Hellena Rezende,da Cunha,CE,Acessórios,Cartão,438.18,1,0.1,394.37,0.12,47.32
4566,2026-01-01,Lunna Barros,Duarte dos Dourados,SC,Eletrônicos,Boleto,2001.94,5,0.0,10009.72,0.12,1201.17
4567,2025-11-24,Bella Ferreira,Costela de Machado,BA,Eletrônicos,Boleto,1770.64,1,0.0,1770.64,0.12,212.48
4568,2025-08-29,Kamilly Correia,Alves,SP,Informática,Dinheiro,2486.12,1,0.0,2486.12,0.07,174.03
4569,2025-09-26,Sra. Maria Júlia Pimenta,Santos,SC,Informática,PIX,7460.08,5,0.1,33570.38,0.18,6042.67
4570,2025-09-06,Catarina Barbosa,Almeida da Prata,PE,Eletrônicos,Dinheiro,3750.14,4,0.05,14250.53,0.18,2565.1
4571,2025-08-08,Eduardo Câmara,da Cruz,PE,Acessórios,PIX,255.42,5,0.0,1277.12,0.12,153.25
4572,2025-08-30,João Guilherme Pinto,Pastor,PR,Informática,Dinheiro,4417.04,1,0.05,4196.19,0.18,755.31
4573,2025-12-15,Maitê Ferreira,Martins das Flores,RS,Serviços,Cartão,259.0,5,0.05,1230.27,0.12,147.63
4574,2025-07-21,Calebe Azevedo,Cassiano,SP,Eletrônicos,Dinheiro,2319.24,4,0.0,9276.95,0.07,649.39
4575,2025-09-12,Lívia Mendes,Rodrigues de Minas,CE,Informática,Cartão,7673.27,5,0.1,34529.72,0.18,6215.35
4576,2025-11-05,Caleb Fonseca,Castro,SC,Informática,Dinheiro,1518.65,1,0.1,1366.78,0.18,246.02
4577,2025-09-21,Lavínia Alves,da Cunha de Ferreira,CE,Acessórios,PIX,124.46,3,0.0,373.38,0.12,44.81
4578,2025-08-13,Bruna Rios,da Cruz,RJ,Eletrônicos,PIX,1977.61,1,0.1,1779.85,0.18,320.37
4579,2026-01-02,Gael Cardoso,Melo do Oeste,SP,Acessórios,PIX,399.22,1,0.1,359.3,0.12,43.12
4580,2025-11-20,Cauê Alves,da Rosa,GO,Acessórios,PIX,301.15,4,0.0,1204.59,0.07,84.32
4581,2025-08-03,Lunna Jesus,Pastor,RS,Serviços,Dinheiro,232.47,2,0.0,464.94,0.07,32.55
4582,2025-07-31,Sr. Lorenzo Pires,Leão Grande,RJ,Eletrônicos,Dinheiro,4116.59,5,0.0,20582.94,0.18,3704.93
4583,2025-12-23,Otto Porto,da Rocha,PE,Eletrônicos,Dinheiro,2674.14,1,0.0,2674.14,0.12,320.9
4584,2025-09-01,Luara Silveira,Aragão Paulista,RJ,Informática,PIX,154.11,2,0.0,308.23,0.12,36.99
4585,2025-12-24,Alexandre Costela,Caldeira de Cavalcante,SP,Informática,Dinheiro,339.2,3,0.05,966.73,0.07,67.67
4586,2025-08-07,João Vitor Araújo,Pacheco,SC,Informática,PIX,2391.75,1,0.0,2391.75,0.12,287.01
4587,2025-09-24,Josué Sá,Nogueira,CE,Serviços,Dinheiro,228.35,3,0.1,616.56,0.07,43.16
4588,2025-12-07,Mariana das Neves,Caldeira,CE,Eletrônicos,Dinheiro,3238.63,2,0.1,5829.54,0.12,699.54
4589,2025-10-21,Maya Caldeira,Martins do Campo,CE,Eletrônicos,Dinheiro,216.75,5,0.0,1083.76,0.18,195.08
4590,2026-01-09,Matheus Oliveira,da Paz,MG,Informática,Dinheiro,5960.56,4,0.15,20265.92,0.12,2431.91
4591,2025-08-02,José Oliveira,Viana,SC,Eletrônicos,PIX,2428.68,5,0.15,10321.9,0.18,1857.94
4592,2025-12-30,Sr. Apollo Câmara,Pires,RS,Serviços,Cartão,590.96,3,0.0,1772.87,0.12,212.74
4593,2025-12-09,Laís Rezende,Monteiro da Mata,BA,Acessórios,Cartão,375.61,5,0.0,1878.07,0.18,338.05
4594,2025-08-27,Diego Pimenta,Aparecida,SP,Acessórios,Dinheiro,439.8,1,0.0,439.8,0.18,79.16
4595,2026-01-10,Agatha Nascimento,da Cunha do Amparo,RJ,Acessórios,PIX,197.48,2,0.0,394.95,0.18,71.09
4596,2025-11-14,Caroline Novaes,Souza,CE,Serviços,Dinheiro,690.21,1,0.1,621.19,0.18,111.81
4597,2025-11-07,Maria Isis Novais,Nascimento dos Dourados,MG,Serviços,Cartão,126.79,4,0.0,507.14,0.18,91.29
4598,2025-09-30,Yuri da Paz,Lima de Cavalcante,SP,Eletrônicos,Dinheiro,4525.37,5,0.0,22626.87,0.07,1583.88
4599,2025-10-25,Ana Gonçalves,Cassiano,CE,Eletrônicos,PIX,3852.96,1,0.05,3660.31,0.18,658.86
4600,2025-08-25,Theo da Luz,Marques da Serra,PR,Acessórios,Cartão,233.37,4,0.0,933.49,0.18,168.03
4601,2025-09-14,Dr. Gabriel Casa Grande,Fonseca,MG,Serviços,Cartão,258.76,5,0.0,1293.79,0.07,90.57
4602,2025-08-05,Sr. Luiz Felipe Ribeiro,Teixeira,GO,Acessórios,Dinheiro,68.08,3,0.0,204.24,0.18,36.76
4603,2025-10-29,Luiz Miguel Aparecida,Duarte,RJ,Serviços,PIX,498.79,2,0.1,897.83,0.12,107.74
4604,2025-11-19,Ana Vitória Araújo,Sales,SP,Eletrônicos,Boleto,2267.64,5,0.0,11338.18,0.12,1360.58
4605,2025-09-07,Marcelo Câmara,Abreu do Norte,BA,Eletrônicos,Cartão,786.1,1,0.05,746.8,0.12,89.62
4606,2025-12-02,Dom Freitas,Campos,CE,Eletrônicos,Cartão,1482.49,3,0.0,4447.47,0.18,800.54
4607,2025-08-20,Alana Correia,Brito dos Dourados,PE,Eletrônicos,Boleto,3846.9,4,0.1,13848.84,0.07,969.42
4608,2025-07-29,Srta. Ester Aragão,Cavalcante,GO,Informática,Boleto,1692.55,5,0.0,8462.74,0.12,1015.53
4609,2025-12-27,Rafael Aparecida,Lima do Galho,GO,Informática,Boleto,4563.91,5,0.1,20537.59,0.18,3696.77
4610,2025-08-02,Bárbara Brito,Gomes,PE,Informática,PIX,3756.8,3,0.05,10706.87,0.18,1927.24
4611,2025-08-30,Maya Barros,Jesus de Azevedo,RJ,Informática,Cartão,4845.75,4,0.05,18413.86,0.12,2209.66
4612,2025-11-10,Alice Machado,Vasconcelos de Nunes,CE,Eletrônicos,Cartão,2728.81,5,0.0,13644.04,0.18,2455.93
4613,2025-12-29,Luana Nogueira,Caldeira,BA,Eletrônicos,Cartão,3353.88,1,0.0,3353.88,0.18,603.7
4614,2025-10-13,Thomas das Neves,Marques do Sul,SC,Informática,PIX,6288.58,3,0.0,18865.73,0.18,3395.83
4615,2025-10-06,Daniel Santos,Leão,RJ,Eletrônicos,Cartão,4950.28,5,0.15,21038.7,0.18,3786.97
4616,2025-09-06,Isabella Machado,Teixeira do Galho,PE,Eletrônicos,Boleto,3608.47,3,0.0,10825.4,0.18,1948.57
4617,2025-12-20,Joana Duarte,Mendes de Goiás,PE,Eletrônicos,PIX,843.97,3,0.05,2405.33,0.18,432.96
4618,2025-09-10,Marina Pastor,Nunes das Flores,BA,Eletrônicos,Boleto,2902.48,3,0.05,8272.08,0.18,1488.97
4619,2025-10-09,Dr. João Pedro Montenegro,Pimenta,RS,Eletrônicos,Dinheiro,1747.15,3,0.0,5241.45,0.07,366.9
4620,2025-11-30,Isabel Abreu,Moraes do Norte,SC,Eletrônicos,Cartão,2118.88,4,0.0,8475.5,0.18,1525.59
4621,2025-11-20,Maria Eduarda Mendes,Andrade,MG,Eletrônicos,Boleto,1053.28,3,0.0,3159.83,0.18,568.77
4622,2025-10-01,Esther Guerra,Oliveira do Galho,PR,Acessórios,Boleto,359.23,5,0.05,1706.34,0.18,307.14
4623,2025-10-29,Yuri Vasconcelos,da Mota,CE,Informática,Cartão,2280.62,1,0.1,2052.55,0.07,143.68
4624,2025-07-24,Larissa Machado,Moura da Prata,MG,Acessórios,PIX,429.68,2,0.1,773.42,0.18,139.22
4625,2026-01-01,Sra. Daniela da Paz,Santos Verde,RS,Eletrônicos,Boleto,4730.45,5,0.05,22469.64,0.18,4044.54
4626,2025-12-30,Luísa Farias,Cavalcanti,GO,Acessórios,Cartão,329.21,5,0.05,1563.76,0.18,281.48
4627,2025-12-29,Erick Rezende,da Costa,RS,Acessórios,Boleto,499.37,5,0.0,2496.86,0.18,449.44
4628,2025-08-20,Sra. Maria Luísa Costa,Nunes,SP,Eletrônicos,PIX,2798.39,5,0.0,13991.93,0.18,2518.55
4629,2025-10-27,Maria Isis Vieira,Pinto,PR,Acessórios,Cartão,164.17,5,0.1,738.76,0.12,88.65
4630,2025-12-30,João Gomes,Azevedo das Pedras,RS,Eletrônicos,Boleto,2901.99,3,0.1,7835.36,0.12,940.24
4631,2025-12-02,Pedro Pacheco,Caldeira,MG,Eletrônicos,Dinheiro,4786.22,1,0.1,4307.6,0.18,775.37
4632,2025-07-23,Ana Luiza Casa Grande,Câmara da Mata,GO,Acessórios,Boleto,135.89,2,0.0,271.77,0.18,48.92
4633,2025-07-18,Jade Cardoso,Pires de Goiás,CE,Informática,Cartão,5234.5,1,0.0,5234.5,0.18,942.21
4634,2025-11-20,Dr. Miguel Rios,Melo,SP,Eletrônicos,PIX,1688.09,4,0.0,6752.35,0.18,1215.42
4635,2025-11-17,Lívia Guerra,Gomes,RJ,Acessórios,PIX,104.85,1,0.0,104.85,0.12,12.58
4636,2025-11-01,Isaque Dias,Silva de Nunes,BA,Serviços,Dinheiro,268.25,4,0.0,1073.0,0.18,193.14
4637,2025-07-25,Yuri Vasconcelos,Cirino,BA,Serviços,Boleto,462.98,2,0.1,833.36,0.07,58.34
4638,2025-10-07,Bento Nunes,da Rocha,PE,Eletrônicos,PIX,1140.15,3,0.0,3420.44,0.18,615.68
4639,2025-12-23,Dr. Yuri Montenegro,Lima,RS,Eletrônicos,Cartão,1259.45,3,0.15,3211.59,0.18,578.09
4640,2025-10-12,Marcela Rodrigues,Caldeira,PR,Informática,Boleto,6089.39,4,0.1,21921.79,0.12,2630.61
4641,2025-10-04,Mateus Souza,Gomes de Goiás,SP,Eletrônicos,Cartão,1993.33,4,0.1,7175.98,0.07,502.32
4642,2025-10-28,Lívia Albuquerque,Barros,GO,Eletrônicos,Dinheiro,854.54,4,0.0,3418.15,0.18,615.27
4643,2025-11-25,Maitê Sousa,Alves do Galho,SP,Informática,Boleto,5162.79,1,0.05,4904.65,0.18,882.84
4644,2025-07-20,Diogo Duarte,Costela,RJ,Eletrônicos,PIX,4016.28,5,0.0,20081.41,0.12,2409.77
4645,2025-10-02,Francisco Silva,Nunes,MG,Acessórios,Boleto,97.87,1,0.05,92.98,0.18,16.74
4646,2025-08-20,Vitória Alves,Araújo do Campo,BA,Serviços,PIX,453.53,2,0.05,861.71,0.07,60.32
4647,2025-12-08,Otávio Lima,Fogaça do Norte,GO,Informática,Dinheiro,4782.8,1,0.0,4782.8,0.07,334.8
4648,2025-08-10,Dr. Theodoro Santos,Machado,BA,Informática,PIX,4615.58,3,0.0,13846.74,0.18,2492.41
4649,2025-12-06,João Miguel Jesus,Cirino,BA,Acessórios,Boleto,260.11,3,0.15,663.27,0.18,119.39
4650,2025-12-12,Cauê Sousa,da Conceição do Campo,GO,Informática,Boleto,4806.74,4,0.0,19226.95,0.12,2307.23
4651,2025-12-16,Cauã Novais,Silveira da Mata,RJ,Acessórios,PIX,361.27,5,0.1,1625.73,0.07,113.8
4652,2025-09-25,Dr. Luiz Fernando Barbosa,Rios,PR,Acessórios,Boleto,471.04,3,0.0,1413.13,0.18,254.36
4653,2025-11-07,Rafael Cardoso,Nascimento,RS,Acessórios,PIX,153.66,3,0.0,460.98,0.12,55.32
4654,2025-11-24,Sr. Benício Caldeira,Oliveira dos Dourados,GO,Eletrônicos,Boleto,1687.34,5,0.1,7593.05,0.18,1366.75
4655,2025-11-17,Srta. Maria Sophia da Cunha,Ribeiro da Serra,RS,Informática,Boleto,1565.33,5,0.05,7435.31,0.07,520.47
4656,2025-09-28,Luiz Henrique Nascimento,Santos do Oeste,MG,Informática,Boleto,1466.02,2,0.1,2638.83,0.12,316.66
4657,2025-08-29,Maria Eduarda Correia,Ferreira,PR,Informática,Boleto,1763.85,4,0.1,6349.85,0.18,1142.97
4658,2025-12-01,Ana Laura da Cunha,Moura,CE,Acessórios,Boleto,164.56,4,0.0,658.22,0.18,118.48
4659,2026-01-09,Sr. Ravi Lucca Pires,da Cruz de da Cruz,BA,Acessórios,PIX,452.56,5,0.05,2149.64,0.18,386.94
4660,2025-10-22,Maria Liz Sousa,Gomes do Oeste,CE,Acessórios,PIX,157.63,5,0.0,788.14,0.18,141.87
4661,2026-01-02,Dra. Maria Luiza Machado,Casa Grande da Mata,SC,Informática,Dinheiro,4843.83,2,0.05,9203.28,0.12,1104.39
4662,2025-10-13,Pedro Miguel Pacheco,Gomes,RJ,Serviços,Boleto,188.22,5,0.0,941.09,0.07,65.88
4663,2025-09-19,Ana Vitória Albuquerque,Vasconcelos,SC,Eletrônicos,Dinheiro,1068.92,4,0.0,4275.68,0.18,769.62
4664,2025-11-27,Eduardo Albuquerque,Brito,CE,Eletrônicos,Cartão,1389.11,3,0.0,4167.32,0.07,291.71
4665,2025-08-02,Aurora Marques,Gonçalves,PR,Acessórios,Dinheiro,369.04,5,0.0,1845.19,0.18,332.13
4666,2025-09-16,Ana Liz Vargas,Siqueira,RJ,Acessórios,Dinheiro,434.45,5,0.0,2172.27,0.18,391.01
4667,2025-11-03,Maitê Melo,das Neves do Galho,MG,Eletrônicos,PIX,1519.65,1,0.0,1519.65,0.18,273.54
4668,2025-09-12,Sr. Luiz Felipe Leão,Barros,MG,Acessórios,Boleto,481.54,1,0.0,481.54,0.18,86.68
4669,2025-11-12,João Lucas da Rocha,Ramos,SP,Acessórios,Boleto,478.61,2,0.0,957.23,0.07,67.01
4670,2025-12-09,Esther Cardoso,Vargas do Oeste,SC,Eletrônicos,Dinheiro,4381.74,2,0.0,8763.48,0.18,1577.43
4671,2025-12-16,João Vitor Fogaça,Jesus,PR,Eletrônicos,Boleto,2547.05,2,0.05,4839.39,0.18,871.09
4672,2025-10-04,Fernando Jesus,Sampaio,CE,Eletrônicos,Dinheiro,1924.34,2,0.0,3848.67,0.18,692.76
4673,2025-08-06,Rael Abreu,da Costa de Goiás,GO,Eletrônicos,Boleto,721.51,4,0.05,2741.74,0.12,329.01
4674,2025-09-16,Pedro Henrique Alves,Pires de Cavalcante,GO,Eletrônicos,Boleto,643.77,1,0.05,611.58,0.12,73.39
4675,2025-08-15,Heloísa da Conceição,Moreira do Oeste,SP,Informática,Dinheiro,3721.33,4,0.0,14885.31,0.07,1041.97
4676,2026-01-05,Paulo Campos,Ramos,SP,Acessórios,Dinheiro,188.51,4,0.0,754.05,0.07,52.78
4677,2025-11-03,Daniela Fonseca,Leão,GO,Informática,Cartão,7775.45,3,0.1,20993.71,0.12,2519.24
4678,2025-09-05,Maria Vitória Campos,Pimenta do Campo,PE,Eletrônicos,Dinheiro,3680.83,1,0.1,3312.75,0.18,596.29
4679,2025-10-12,Juan Araújo,Machado das Flores,MG,Acessórios,Dinheiro,214.58,3,0.0,643.74,0.12,77.25
4680,2025-10-24,Guilherme Moraes,Nascimento,SC,Informática,PIX,5234.21,1,0.1,4710.79,0.12,565.29
4681,2025-07-28,Rael da Rocha,Cardoso,RJ,Acessórios,PIX,82.46,2,0.0,164.92,0.18,29.69
4682,2025-10-01,Carlos Eduardo Moura,Camargo de Goiás,RJ,Informática,Boleto,4783.11,5,0.0,23915.53,0.18,4304.8
4683,2025-10-31,Maria Júlia Barbosa,Novais,MG,Eletrônicos,Dinheiro,3363.91,4,0.0,13455.65,0.18,2422.02
4684,2025-10-08,Miguel da Mota,Pastor,SC,Eletrônicos,PIX,4670.36,4,0.05,17747.37,0.18,3194.53
4685,2025-11-28,Sophie Pastor,Albuquerque da Praia,BA,Eletrônicos,Cartão,2455.98,5,0.0,12279.88,0.12,1473.59
4686,2025-12-20,Dr. Felipe Cassiano,Ribeiro de da Conceição,GO,Informática,PIX,1212.96,2,0.0,2425.93,0.12,291.11
4687,2025-12-13,Dr. Ravi Lucca Garcia,Siqueira,PR,Eletrônicos,Boleto,2877.32,1,0.1,2589.59,0.12,310.75
4688,2025-11-27,Melina Rodrigues,Siqueira de Gonçalves,RJ,Eletrônicos,PIX,3747.74,5,0.0,18738.72,0.18,3372.97
4689,2026-01-06,João Gabriel Freitas,Aragão de Minas,RJ,Informática,Dinheiro,2045.94,2,0.15,3478.09,0.18,626.06
4690,2025-12-31,Natália Rocha,Pacheco do Galho,SP,Eletrônicos,Cartão,967.32,4,0.0,3869.28,0.12,464.31
4691,2025-12-15,Melina Casa Grande,da Paz,PE,Acessórios,PIX,102.48,1,0.05,97.36,0.18,17.52
